label,content,clean,norm,stop,token,stem
negatif,"Saya lihat ada Promo festival 14 , Minyak Goreng Sania 2 Royale 1 Dus harganya 218.025 lalu saya checkout harganya menjadi 231.500. Bgmana sihh nih Blibli, pada saat checkout knp langsung berubah harganya? tidak sesuai promo festival 14. Aneh Blibli ini",saya lihat ada promo festival 14 minyak goreng sania 2 royale 1 dus harganya 218025 lalu saya checkout harganya menjadi 231500 bgmana sihh nih blibli pada saat checkout knp langsung berubah harganya tidak sesuai promo festival 14 aneh blibli ini, saya lihat ada promo festival 14 minyak goreng sania 2 royale 1 dus harganya 218025 lalu saya checkout harganya menjadi 231500 bgmana sihh nih blibli pada saat checkout knp langsung berubah harganya tidak sesuai promo festival 14 aneh blibli ini , lihat promo festival 14 minyak goreng sania 2 royale 1 dus harganya 218025 saya checkout harganya menjadi 231500 bgmana sihh nih blibli saat checkout knp langsung berubah harganya sesuai promo festival 14 aneh blibli ,"['lihat', 'promo', 'festival', '14', 'minyak', 'goreng', 'sania', '2', 'royale', '1', 'dus', 'harganya', '218025', 'saya', 'checkout', 'harganya', 'menjadi', '231500', 'bgmana', 'sihh', 'nih', 'blibli', 'saat', 'checkout', 'knp', 'langsung', 'berubah', 'harganya', 'sesuai', 'promo', 'festival', '14', 'aneh', 'blibli']",lihat promo festival 14 minyak goreng sania 2 royale 1 dus harga 218025 saya checkout harga jadi 231500 bgmana sihh nih blibli saat checkout knp langsung ubah harga sesuai promo festival 14 aneh blibli
negatif,"awas beli barang di blibli dianiaya entar,check kasus penganiayaan pihak blibli ke costumer, tersebar di internet beritanya. #boikotblibli",awas beli barang di blibli dianiaya entarcheck kasus penganiayaan pihak blibli ke costumer tersebar di internet beritanya, awas beli barang di blibli dianiaya entarcheck kasus penganiayaan pihak blibli ke costumer tersebar di internet beritanya , awas beli barang blibli dianiaya entarcheck kasus penganiayaan pihak blibli costumer tersebar internet beritanya ,"['awas', 'beli', 'barang', 'blibli', 'dianiaya', 'entarcheck', 'kasus', 'penganiayaan', 'pihak', 'blibli', 'costumer', 'tersebar', 'internet', 'beritanya']",awas beli barang blibli aniaya entarcheck kasus aniaya pihak blibli costumer sebar internet berita
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,masih newbi... wait n' see bagaimana selanjutnya dan kedepannya,masih newbi wait n see bagaimana selanjutnya dan kedepannya, masih newbi wait n see bagaimana selanjutnya dan kedepannya , newbi wait n see selanjutnya kedepannya ,"['newbi', 'wait', 'n', 'see', 'selanjutnya', 'kedepannya']",newbi wait n see lanjut depan
positif,sangat membantu,sangat membantu, sangat membantu , membantu ,['membantu'],bantu
positif,suka sih appnya rapi dan simpel. pengiriman nya cepet banget.. 😆,suka sih appnya rapi dan simpel pengiriman nya cepet banget, suka sih appnya rapi dan simpel pengiriman nya cepet banget , suka sih appnya rapi simpel pengiriman nya cepet banget ,"['suka', 'sih', 'appnya', 'rapi', 'simpel', 'pengiriman', 'nya', 'cepet', 'banget']",suka sih appnya rapi simpel kirim nya cepet banget
netral,"aplikasi pembohong,dapet cashback tapi gk caer gk bkln mau pake app ini",aplikasi pembohongdapet cashback tapi gk caer gk bkln mau pake app ini, aplikasi pembohongdapet cashback tapi gk caer gk bkln mau pake app ini , aplikasi pembohongdapet cashback gk caer gk bkln mau pake app ,"['aplikasi', 'pembohongdapet', 'cashback', 'gk', 'caer', 'gk', 'bkln', 'mau', 'pake', 'app']",aplikasi pembohongdapet cashback gk caer gk bkln mau pake app
positif,apps andalan,apps andalan, apps andalan , apps andalan ,"['apps', 'andalan']",apps andal
netral,👍🏻,,  ,  ,[],
negatif,"proses pengembalian dananya ribet, kalau toko sebelah pembatalan di approve dana langsung kembali..kl di Blibli, entahlah..",proses pengembalian dananya ribet kalau toko sebelah pembatalan di approve dana langsung kembalikl di blibli entahlah, proses pengembalian dananya ribet kalau toko sebelah pembatalan di approve dana langsung kembalikl di blibli entahlah , proses pengembalian dananya ribet toko sebelah pembatalan approve dana langsung kembalikl blibli entahlah ,"['proses', 'pengembalian', 'dananya', 'ribet', 'toko', 'sebelah', 'pembatalan', 'approve', 'dana', 'langsung', 'kembalikl', 'blibli', 'entahlah']",proses kembali dana ribet toko belah batal approve dana langsung kembalikl blibli entah
positif,mantappp betul,mantappp betul, mantappp betul , mantappp betul ,"['mantappp', 'betul']",mantappp betul
positif,"tks blibli, semoga semakin berkembang dan terpercaya. .",tks blibli semoga semakin berkembang dan terpercaya, tks blibli semoga semakin berkembang dan terpercaya , tks blibli semoga semakin berkembang terpercaya ,"['tks', 'blibli', 'semoga', 'semakin', 'berkembang', 'terpercaya']",tks blibli moga makin kembang percaya
positif,mantul aplikasi nya,mantul aplikasi nya, mantul aplikasi nya , mantul aplikasi nya ,"['mantul', 'aplikasi', 'nya']",mantul aplikasi nya
positif,bangus,bangus, bangus , bangus ,['bangus'],bangus
negatif,harus lebih bisa menghargai pelanggan.,harus lebih bisa menghargai pelanggan, harus lebih bisa menghargai pelanggan , lebih menghargai pelanggan ,"['lebih', 'menghargai', 'pelanggan']",lebih harga langgan
negatif,"APLIKASI ANEHHH, MAU BELI BARANG AJA DIBATALIN TERUS. JADI MALES BELANJA DISINI.",aplikasi anehhh mau beli barang aja dibatalin terus jadi males belanja disini, aplikasi anehhh mau beli barang aja dibatalin terus jadi males belanja disini , aplikasi anehhh mau beli barang aja dibatalin terus jadi males belanja disini ,"['aplikasi', 'anehhh', 'mau', 'beli', 'barang', 'aja', 'dibatalin', 'terus', 'jadi', 'males', 'belanja', 'disini']",aplikasi anehhh mau beli barang aja dibatalin terus jadi males belanja sini
positif,ui / ux nya top 🚀,ui ux nya top, ui ux nya top , ui ux nya top ,"['ui', 'ux', 'nya', 'top']",ui ux nya top
negatif,gak usah di instal mereka menegament penganiayaan,gak usah di instal mereka menegament penganiayaan, tidak usah di instal mereka menegament penganiayaan , usah instal menegament penganiayaan ,"['usah', 'instal', 'menegament', 'penganiayaan']",usah instal menegament aniaya
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,buat apa ngasih promo klo kaga bisa di pake !!!! sue udah bela belain download,buat apa ngasih promo klo kaga bisa di pake sue udah bela belain download, buat apa ngasih promo klo kaga bisa di pake sue udah bela belain download , buat ngasih promo klo kaga di pake sue udah bela belain download ,"['buat', 'ngasih', 'promo', 'klo', 'kaga', 'di', 'pake', 'sue', 'udah', 'bela', 'belain', 'download']",buat ngasih promo klo kaga di pake sue udah bela bain download
negatif,e commerce yang gamau tanggung jawab mending uninstall aja.,e commerce yang gamau tanggung jawab mending uninstall aja, e commerce yang gamau tanggung jawab mending uninstall aja , e commerce gamau tanggung jawab mending uninstall aja ,"['e', 'commerce', 'gamau', 'tanggung', 'jawab', 'mending', 'uninstall', 'aja']",e commerce gamau tanggung jawab mending uninstall aja
negatif,pertama kali beli di blibli udah kena tipu 2jt lebih. beli hp A16 krn hp yg saat ini dipakai sdh hampir 5th & tombol suara sdh rusak. di saat pengiriman tgl 9 juni 2025 datang 3 barang dan salah satunya dr blibli. paket yg dari blibli sy buka paling akhir. pas unboxing paket 1&2 saya video dan paket tanpa masalah. meskipun beli dari toko yg bukan official store. nah. paket yg dari blibli ini sy buka terlbh dahulu tnpa video. saat cek isinya ternyata di isi TEH KOTAK. ngk lagi beli disini,pertama kali beli di blibli udah kena tipu 2jt lebih beli hp a16 krn hp yg saat ini dipakai sdh hampir 5th tombol suara sdh rusak di saat pengiriman tgl 9 juni 2025 datang 3 barang dan salah satunya dr blibli paket yg dari blibli sy buka paling akhir pas unboxing paket 12 saya video dan paket tanpa masalah meskipun beli dari toko yg bukan official store nah paket yg dari blibli ini sy buka terlbh dahulu tnpa video saat cek isinya ternyata di isi teh kotak ngk lagi beli disini, pertama kali beli di blibli udah kena tipu 2jt lebih beli hp a16 krn hp yang saat ini dipakai sdh hampir 5th tombol suara sdh rusak di saat pengiriman tgl 9 juni 2025 datang 3 barang dan salah satunya dr blibli paket yang dari blibli sy buka paling akhir pas unboxing paket 12 saya video dan paket tanpa masalah meskipun beli dari toko yang bukan official store nah paket yang dari blibli ini sy buka terlbh dahulu tnpa video saat cek isinya ternyata di isi teh kotak ngk lagi beli disini , pertama kali beli blibli udah kena tipu 2jt beli hp a16 krn hp dipakai sdh hampir 5th tombol suara sdh rusak saat pengiriman tgl 9 juni 2025 datang 3 barang salah satunya dr blibli paket blibli sy buka paling akhir pas unboxing paket 12 video paket masalah meskipun beli dari toko bukan official store nah paket dari blibli sy buka terlbh tnpa video saat cek isinya ternyata isi teh kotak ngk beli disini ,"['pertama', 'kali', 'beli', 'blibli', 'udah', 'kena', 'tipu', '2jt', 'beli', 'hp', 'a16', 'krn', 'hp', 'dipakai', 'sdh', 'hampir', '5th', 'tombol', 'suara', 'sdh', 'rusak', 'saat', 'pengiriman', 'tgl', '9', 'juni', '2025', 'datang', '3', 'barang', 'salah', 'satunya', 'dr', 'blibli', 'paket', 'blibli', 'sy', 'buka', 'paling', 'akhir', 'pas', 'unboxing', 'paket', '12', 'video', 'paket', 'masalah', 'meskipun', 'beli', 'dari', 'toko', 'bukan', 'official', 'store', 'nah', 'paket', 'dari', 'blibli', 'sy', 'buka', 'terlbh', 'tnpa', 'video', 'saat', 'cek', 'isinya', 'ternyata', 'isi', 'teh', 'kotak', 'ngk', 'beli', 'disini']",pertama kali beli blibli udah kena tipu 2jt beli hp a16 krn hp pakai sdh hampir 5th tombol suara sdh rusak saat kirim tgl 9 juni 2025 datang 3 barang salah satu dr blibli paket blibli sy buka paling akhir pas unboxing paket 12 video paket masalah meski beli dari toko bukan official store nah paket dari blibli sy buka terlbh tnpa video saat cek isi nyata isi teh kotak ngk beli sini
positif,Mantaop bLibLi,mantaop blibli, mantaop blibli , mantaop blibli ,"['mantaop', 'blibli']",mantaop blibli
negatif,pelayanan buruk,pelayanan buruk, pelayanan buruk , pelayanan buruk ,"['pelayanan', 'buruk']",layan buruk
netral,bintang 4 dulu ya,bintang 4 dulu ya, bintang 4 dulu ya , bintang 4 dulu ,"['bintang', '4', 'dulu']",bintang 4 dulu
netral,josss,josss, josss , josss ,['josss'],josss
netral,juoosss,juoosss, juoosss , juoosss ,['juoosss'],juoosss
positif,bagus banget appnya,bagus banget appnya, bagus banget appnya , bagus banget appnya ,"['bagus', 'banget', 'appnya']",bagus banget appnya
positif,Aplikasi nya user friendly. Gak ribet. Mantap betulll.,aplikasi nya user friendly gak ribet mantap betulll, aplikasi nya user friendly tidak ribet mantap betulll , aplikasi nya user friendly ribet mantap betulll ,"['aplikasi', 'nya', 'user', 'friendly', 'ribet', 'mantap', 'betulll']",aplikasi nya user friendly ribet mantap betulll
negatif,"pesanan di batalkan, karena tiba² seller bilang stock kosong. dan dana refund harus di tunggu 1-3 hari. e-commerce macam apa yang menyusahkan pembeli. mau checkout barang lain yang di tahan. parah!!",pesanan di batalkan karena tiba seller bilang stock kosong dan dana refund harus di tunggu 13 hari ecommerce macam apa yang menyusahkan pembeli mau checkout barang lain yang di tahan parah, pesanan di batalkan karena tiba seller bilang stock kosong dan dana refund harus di tunggu 13 hari ecommerce macam apa yang menyusahkan pembeli mau checkout barang lain yang di tahan parah , pesanan batalkan tiba seller bilang stock kosong dana refund tunggu 13 hari ecommerce macam yang menyusahkan pembeli mau checkout barang yang di tahan parah ,"['pesanan', 'batalkan', 'tiba', 'seller', 'bilang', 'stock', 'kosong', 'dana', 'refund', 'tunggu', '13', 'hari', 'ecommerce', 'macam', 'yang', 'menyusahkan', 'pembeli', 'mau', 'checkout', 'barang', 'yang', 'di', 'tahan', 'parah']",pesan batal tiba seller bilang stock kosong dana refund tunggu 13 hari ecommerce macam yang susah beli mau checkout barang yang di tahan parah
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,"nggak jadi instal, rencana Mai beli hp di bli2 ehh lihat fidio kastemer yg di aniaya di dalam toko bli2 stor. seburuk itu ternyata pelayanannya",nggak jadi instal rencana mai beli hp di bli2 ehh lihat fidio kastemer yg di aniaya di dalam toko bli2 stor seburuk itu ternyata pelayanannya, tidak jadi instal rencana mai beli hp di bli2 ehh lihat fidio kastemer yang di aniaya di dalam toko bli2 stor seburuk itu ternyata pelayanannya , jadi instal rencana mai beli hp bli2 ehh lihat fidio kastemer aniaya di dalam toko bli2 stor seburuk ternyata pelayanannya ,"['jadi', 'instal', 'rencana', 'mai', 'beli', 'hp', 'bli2', 'ehh', 'lihat', 'fidio', 'kastemer', 'aniaya', 'di', 'dalam', 'toko', 'bli2', 'stor', 'seburuk', 'ternyata', 'pelayanannya']",jadi instal rencana mai beli hp bli2 ehh lihat fidio kastemer aniaya di dalam toko bli2 stor buruk nyata layan
negatif,pelayanan buruk setelah liat kasus orang yang di aniya ya di store nya blibli,pelayanan buruk setelah liat kasus orang yang di aniya ya di store nya blibli, pelayanan buruk setelah liat kasus orang yang di aniya ya di store nya blibli , pelayanan buruk liat kasus orang di aniya di store nya blibli ,"['pelayanan', 'buruk', 'liat', 'kasus', 'orang', 'di', 'aniya', 'di', 'store', 'nya', 'blibli']",layan buruk liat kasus orang di aniya di store nya blibli
negatif,kacau pelayanannya saran aja jangan pake ini,kacau pelayanannya saran aja jangan pake ini, kacau pelayanannya saran aja jangan pake ini , kacau pelayanannya saran aja jangan pake ,"['kacau', 'pelayanannya', 'saran', 'aja', 'jangan', 'pake']",kacau layan saran aja jangan pake
positif,good,good, good , good ,['good'],good
negatif,"pelayan burukkk, pengiriman lamaaa... mengecewakan jngan pernah deh belanja d blibli mending d toko orange",pelayan burukkk pengiriman lamaaa mengecewakan jngan pernah deh belanja d blibli mending d toko orange, pelayan burukkk pengiriman lamaaa mengecewakan jngan pernah deh belanja d blibli mending d toko orange , pelayan burukkk pengiriman lamaaa mengecewakan jngan pernah deh belanja d blibli mending d toko orange ,"['pelayan', 'burukkk', 'pengiriman', 'lamaaa', 'mengecewakan', 'jngan', 'pernah', 'deh', 'belanja', 'd', 'blibli', 'mending', 'd', 'toko', 'orange']",layan burukkk kirim lamaaa kecewa jngan pernah deh belanja d blibli mending d toko orange
negatif,"saya kasih bintang satu dulu tokonya lama,mau di cancel gak bisa di chat juga tokonya slow respon",saya kasih bintang satu dulu tokonya lamamau di cancel gak bisa di chat juga tokonya slow respon, saya kasih bintang satu dulu tokonya lamamau di cancel tidak bisa di chat juga tokonya slow respon , kasih bintang satu dulu tokonya lamamau cancel bisa chat tokonya slow respon ,"['kasih', 'bintang', 'satu', 'dulu', 'tokonya', 'lamamau', 'cancel', 'bisa', 'chat', 'tokonya', 'slow', 'respon']",kasih bintang satu dulu toko lamamau cancel bisa chat toko slow respon
positif,mantul,mantul, mantul , mantul ,['mantul'],mantul
positif,MANTAPP,mantapp, mantapp , mantapp ,['mantapp'],mantapp
negatif,toko nya banyak yg ga jelasssss tiba2 di batalin sendiri bagusan apk sebelah,toko nya banyak yg ga jelasssss tiba2 di batalin sendiri bagusan apk sebelah, toko nya banyak yang tidak jelasssss tiba2 di batalin sendiri bagusan apk sebelah , toko nya yang jelasssss tiba2 batalin sendiri bagusan apk sebelah ,"['toko', 'nya', 'yang', 'jelasssss', 'tiba2', 'batalin', 'sendiri', 'bagusan', 'apk', 'sebelah']",toko nya yang jelasssss tiba2 batalin sendiri bagus apk belah
negatif,hp rusak bnyk iklan,hp rusak bnyk iklan, hp rusak bnyk iklan , hp rusak bnyk iklan ,"['hp', 'rusak', 'bnyk', 'iklan']",hp rusak bnyk iklan
negatif,uang saya tidak bisa ditarik kembali saat di tarik malah saldo saya hilang!!!,uang saya tidak bisa ditarik kembali saat di tarik malah saldo saya hilang, uang saya tidak bisa ditarik kembali saat di tarik malah saldo saya hilang , uang tidak ditarik saat tarik malah saldo hilang ,"['uang', 'tidak', 'ditarik', 'saat', 'tarik', 'malah', 'saldo', 'hilang']",uang tidak tarik saat tarik malah saldo hilang
positif,mantap pokonya wajib download,mantap pokonya wajib download, mantap pokonya wajib download , mantap pokonya wajib download ,"['mantap', 'pokonya', 'wajib', 'download']",mantap poko wajib download
negatif,iklan trs kenapa,iklan trs kenapa, iklan trs kenapa , iklan trs ,"['iklan', 'trs']",iklan trs
negatif,store aplikasi penipuan hati hati sudah ada korban BLIBLI,store aplikasi penipuan hati hati sudah ada korban blibli, store aplikasi penipuan hati hati sudah ada korban blibli , store aplikasi penipuan hati hati ada korban blibli ,"['store', 'aplikasi', 'penipuan', 'hati', 'hati', 'ada', 'korban', 'blibli']",store aplikasi tipu hati hati ada korban blibli
